date,Chickpeas,Oil (mustard),Potatoes,Rice,Sugar,Wheat,Onions
2017-08,82.2425,104.86615384615384,15.893928571428573,223.23473684210524,178.68913793103448,181.10333333333332,27.439107142857143
2017-09,86.355,105.59442307692308,15.672321428571427,227.3338596491228,178.11379310344827,181.2660784313725,27.733035714285712
2017-10,84.0925,104.61615384615384,15.737142857142857,225.23666666666665,177.95034482758618,181.48039215686276,31.51892857142857
2017-11,78.7975,105.55884615384616,15.985178571428571,228.66892857142855,174.49275862068964,183.3492156862745,40.606785714285714
2017-12,75.1075,106.80826923076924,16.095000000000002,229.73964285714283,164.3546551724138,186.8756862745098,44.70196428571428
2018-01,70.8,107.16538461538462,14.828214285714283,231.5615789473684,157.31706896551722,186.5421568627451,43.84785714285714
2018-02,67.4125,106.91403846153844,14.45375,232.7017543859649,155.86724137931037,190.50823529411764,
2018-03,66.7175,106.60769230769232,15.319107142857144,231.87859649122808,153.87844827586207,188.49196078431373,
2018-04,64.0,106.32686274509804,16.690727272727273,239.87018181818183,144.77350877192984,184.52,
2018-05,63.2725,105.71269230769232,18.89089285714286,232.99771929824564,133.62310344827586,189.0074,
2018-06,63.385,105.56826923076925,20.424285714285716,233.77403508771928,146.92137931034483,193.25705882352943,
2018-07,64.32000000000001,106.86365384615384,21.92527272727273,231.0783928571429,156.1238596491228,197.8696,
2018-08,68.55499999999999,107.5745283018868,22.23928571428572,233.39821428571423,153.0001724137931,205.7535294117647,
2018-09,68.05,107.69,22.11625,228.27089285714283,151.44275862068966,209.4358823529412,
2018-10,67.225,107.38698113207548,22.449636363636365,227.04107142857143,154.6580701754386,214.8036,
2018-11,69.055,107.68173076923075,21.884074074074075,231.53472727272728,155.30714285714288,220.025,
2018-12,71.67750000000001,,22.245,1425.2675,1100.3533333333332,1267.82125,
2019-01,71.69,107.8224074074074,17.67142857142857,229.49070175438595,149.27810344827586,205.42625,
2019-02,70.6875,,18.1975,1479.575,1123.243333333333,1296.975,
2019-03,68.05250000000001,,17.095,1467.235,1123.9016666666666,1267.37375,
2019-04,67.64750000000001,,19.1475,1416.36375,1130.618333333333,1185.3825,
2019-05,69.885,,20.8425,1415.88,1161.2333333333331,1167.41375,
2019-06,72.2675,107.86611111111112,16.26093023255814,241.37127272727272,1161.5916666666665,198.4078181818182,
2019-07,69.9975,108.0690566037736,19.001296296296296,246.5214814814815,156.95767857142854,204.50981481481483,
2019-08,67.8225,107.68075471698111,18.84925925925926,241.9718181818182,162.1139285714286,208.2261111111111,
2019-09,68.3725,108.06471698113208,19.030740740740743,243.03727272727272,164.71499999999995,207.8159259259259,
2019-10,69.30499999999999,108.4122641509434,20.051666666666662,240.80089285714288,164.71571428571428,215.3645283018868,
2019-11,70.9625,108.98471698113208,22.080370370370368,265.5830357142857,162.80982142857144,216.37603773584905,
2019-12,69.9175,110.29018867924528,24.77277777777778,272.7801818181818,161.29892857142858,218.8043396226415,
2020-01,69.055,114.87735849056604,25.908076923076923,284.22,164.3018181818182,229.04442307692307,
